review_text,sentiment
Great router with great battery life. Very satisfied with the purchase.,positive
Usual headphones. Meets basic requirements.,neutral
Great cable with fast processing. Highly recommended!,positive
This smartphone is terrible. Not as described.,negative
Waste of money on this speaker. Very disappointed.,negative
Horrible printer. Not as described.,negative
Acceptable speaker. Serves its purpose.,neutral
Bad webcam. Complete waste of money.,negative
Fantastic mouse! Perfect for my needs.,positive
Fantastic hard drive! Perfect for my needs.,positive
Regret buying this hard drive. Regret the purchase.,negative
Not bad hard drive. Serves its purpose.,neutral
This charger is terrible. Not worth the price.,negative
Bad memory card. Stay away from this.,negative
Awful laptop! Regret the purchase.,negative
Standard hard drive. Could be better.,neutral
Waste of money on this mouse. Terrible experience.,negative
Not bad headphones. As expected.,neutral
Superb laptop. Exceeded my expectations.,positive
Waste of money on this webcam. Complete waste of money.,negative
Horrible headphones. Not as described.,negative
Awful laptop! Not worth the price.,negative
Best tablet I've ever used. Worth every penny!,positive
Regular microphone. Serves its purpose.,neutral
Fantastic speaker! Great value for money.,positive
Basic keyboard. Standard features.,neutral
Basic charger. Acceptable quality.,neutral
Waste of money on this smartphone. Poor quality.,negative
Best hard drive I've ever used. Perfect for my needs.,positive
I love this cable. Exceeded my expectations.,positive
Useless webcam. Stay away from this.,negative
Poor quality microphone. Very disappointed.,negative
The webcam is fine. Serves its purpose.,neutral
Horrible laptop. Regret the purchase.,negative
Great powerbank with innovative features. Perfect for my needs.,positive
Standard speaker. Meets basic requirements.,neutral
Waste of money on this hard drive. Terrible experience.,negative
Decent smartphone. Acceptable quality.,neutral
The hard drive is fine. Acceptable quality.,neutral
Best earphones I've ever used. Exactly what I wanted.,positive
Useless smartwatch. Stay away from this.,negative
Outstanding mouse. Exactly what I wanted.,positive
Poor quality cable. Not as described.,negative
Excellent memory card! Better than expected.,positive
Acceptable smartphone. Average quality.,neutral
Useless memory card. Very disappointed.,negative
Regret buying this hard drive. Very misleading.,negative
Waste of money on this webcam. Not worth the price.,negative
Standard monitor. Could be better.,neutral
Wonderful camera! Worth every penny!,positive
Standard webcam. As expected.,neutral
Poor quality microphone. Very misleading.,negative
"Basic printer. Not bad, not great.",neutral
Basic keyboard. Nothing special.,neutral
This mouse is terrible. Very disappointed.,negative
Wonderful earphones! Couldn't be happier!,positive
Outstanding microphone. Better than expected.,positive
Wonderful smartphone! Highly recommended!,positive
Waste of money on this camera. Would not recommend.,negative
Awful webcam! Not as described.,negative
Disappointing router. Terrible experience.,negative
Not bad printer. Acceptable quality.,neutral
Awful printer! Very disappointed.,negative
Horrible smartphone. Not as described.,negative
This powerbank is amazing! Highly recommended!,positive
Awful earphones! Terrible experience.,negative
"Not bad speaker. Not bad, not great.",neutral
Outstanding powerbank. Highly recommended!,positive
Poor quality cable. Very misleading.,negative
Great mouse with innovative features. Worth every penny!,positive
Usual powerbank. Standard features.,neutral
Worst mouse ever. Would not recommend.,negative
Regret buying this cable. Stay away from this.,negative
Wonderful headphones! Better than expected.,positive
Horrible memory card. Terrible experience.,negative
Awful charger! Stay away from this.,negative
Best router I've ever used. Great value for money.,positive
Regret buying this tablet. Not worth the price.,negative
The charger is fine. Serves its purpose.,neutral
Poor quality printer. Very misleading.,negative
Regret buying this speaker. Not as described.,negative
Superb microphone. Perfect for my needs.,positive
This laptop is okay. Average quality.,neutral
Fantastic cable! Highly recommended!,positive
Useless monitor. Terrible experience.,negative
Wonderful webcam! Couldn't be happier!,positive
Wonderful earphones! Exceeded my expectations.,positive
This earphones is amazing! Couldn't be happier!,positive
Superb tablet. Very satisfied with the purchase.,positive
Basic keyboard. Average quality.,neutral
Decent cable. Average quality.,neutral
Outstanding webcam. Very satisfied with the purchase.,positive
Horrible microphone. Not worth the price.,negative
Acceptable cable. Serves its purpose.,neutral
Outstanding cable. Very satisfied with the purchase.,positive
Useless tablet. Very misleading.,negative
Waste of money on this cable. Not worth the price.,negative
Best charger I've ever used. Highly recommended!,positive
Waste of money on this earphones. Complete waste of money.,negative
Poor quality charger. Very misleading.,negative
Great mouse with excellent build quality. Couldn't be happier!,positive
Excellent earphones! Perfect for my needs.,positive
Brilliant cable! Will buy again!,positive
Not bad microphone. Average quality.,neutral
"Decent laptop. Not bad, not great.",neutral
Poor quality charger. Would not recommend.,negative
Acceptable headphones. Meets basic requirements.,neutral
Standard mouse. Could be better.,neutral
Waste of money on this tablet. Terrible experience.,negative
Decent laptop. As expected.,neutral
Not bad powerbank. Nothing special.,neutral
I love this printer. Perfect for my needs.,positive
Basic cable. Could be better.,neutral
"Acceptable laptop. Not bad, not great.",neutral
Best monitor I've ever used. Will buy again!,positive
This charger is amazing! Couldn't be happier!,positive
Worst smartwatch ever. Very misleading.,negative
Useless router. Poor quality.,negative
I love this memory card. Perfect for my needs.,positive
Brilliant cable! Perfect for my needs.,positive
I love this earphones. Better than expected.,positive
Basic earphones. As expected.,neutral
The keyboard is fine. Serves its purpose.,neutral
This charger is terrible. Complete waste of money.,negative
Average keyboard. Meets basic requirements.,neutral
Useless printer. Regret the purchase.,negative
Horrible keyboard. Terrible experience.,negative
Bad powerbank. Very misleading.,negative
Not bad cable. Serves its purpose.,neutral
This laptop is terrible. Not as described.,negative
The smartphone is fine. Standard features.,neutral
Decent smartphone. Acceptable quality.,neutral
Poor quality powerbank. Poor quality.,negative
"Usual router. Not bad, not great.",neutral
Excellent charger! Great value for money.,positive
Regret buying this powerbank. Would not recommend.,negative
Best laptop I've ever used. Very satisfied with the purchase.,positive
Waste of money on this laptop. Would not recommend.,negative
Worst router ever. Very misleading.,negative
Superb router. Better than expected.,positive
This headphones is amazing! Exactly what I wanted.,positive
Wonderful charger! Will buy again!,positive
Standard microphone. Average quality.,neutral
This laptop is amazing! Couldn't be happier!,positive
Acceptable charger. Serves its purpose.,neutral
"Not bad memory card. Not bad, not great.",neutral
Best mouse I've ever used. Highly recommended!,positive
Excellent powerbank! Great value for money.,positive
Regret buying this headphones. Would not recommend.,negative
Brilliant webcam! Will buy again!,positive
The camera is fine. Nothing special.,neutral
Excellent router! Better than expected.,positive
Regret buying this cable. Would not recommend.,negative
Awful router! Complete waste of money.,negative
This mouse is okay. Average quality.,neutral
Bad camera. Terrible experience.,negative
Brilliant smartwatch! Perfect for my needs.,positive
Brilliant memory card! Better than expected.,positive
Basic router. Standard features.,neutral
Great headphones with excellent build quality. Perfect for my needs.,positive
Decent smartwatch. Standard features.,neutral
Awful router! Regret the purchase.,negative
The router is fine. Decent for the price.,neutral
Standard laptop. Could be better.,neutral
Disappointing powerbank. Regret the purchase.,negative
Disappointing printer. Very disappointed.,negative
